surah_num,ayah_num,audio_url,reciter,is_labeled,is_correct,score,notes,duration_sec
2,21,http://everyayah.com/data/Alafasy_64kbps/002021.mp3,Alafasy,True,True,95,Good recitation,5.0
2,22,http://everyayah.com/data/Alafasy_64kbps/002022.mp3,Alafasy,True,True,95,Good recitation,5.0
2,23,http://everyayah.com/data/Alafasy_64kbps/002023.mp3,Alafasy,True,True,95,Good recitation,5.0
2,24,http://everyayah.com/data/Alafasy_64kbps/002024.mp3,Alafasy,True,True,95,Good recitation,5.0
2,25,http://everyayah.com/data/Alafasy_64kbps/002025.mp3,Alafasy,True,True,95,Good recitation,5.0
2,26,http://everyayah.com/data/Alafasy_64kbps/002026.mp3,Alafasy,True,True,95,Good recitation,5.0
2,27,http://everyayah.com/data/Alafasy_64kbps/002027.mp3,Alafasy,True,True,95,Good recitation,5.0
2,28,http://everyayah.com/data/Alafasy_64kbps/002028.mp3,Alafasy,True,True,95,Good recitation,5.0
2,29,http://everyayah.com/data/Alafasy_64kbps/002029.mp3,Alafasy,True,True,95,Good recitation,5.0
2,30,http://everyayah.com/data/Alafasy_64kbps/002030.mp3,Alafasy,True,True,95,Good recitation,5.0
2,31,http://everyayah.com/data/Alafasy_64kbps/002031.mp3,Alafasy,True,True,95,Good recitation,5.0
2,32,http://everyayah.com/data/Alafasy_64kbps/002032.mp3,Alafasy,True,True,95,Good recitation,5.0
2,33,http://everyayah.com/data/Alafasy_64kbps/002033.mp3,Alafasy,True,True,95,Good recitation,5.0
2,34,http://everyayah.com/data/Alafasy_64kbps/002034.mp3,Alafasy,True,True,95,Good recitation,5.0
2,35,http://everyayah.com/data/Alafasy_64kbps/002035.mp3,Alafasy,True,True,95,Good recitation,5.0
2,36,http://everyayah.com/data/Alafasy_64kbps/002036.mp3,Alafasy,True,True,95,Good recitation,5.0
2,37,http://everyayah.com/data/Alafasy_64kbps/002037.mp3,Alafasy,True,True,95,Good recitation,5.0
2,38,http://everyayah.com/data/Alafasy_64kbps/002038.mp3,Alafasy,True,True,95,Good recitation,5.0
2,39,http://everyayah.com/data/Alafasy_64kbps/002039.mp3,Alafasy,True,True,95,Good recitation,5.0
2,40,http://everyayah.com/data/Alafasy_64kbps/002040.mp3,Alafasy,True,True,95,Good recitation,5.0
2,41,http://everyayah.com/data/Alafasy_64kbps/002041.mp3,Alafasy,True,True,95,Good recitation,5.0
2,42,http://everyayah.com/data/Alafasy_64kbps/002042.mp3,Alafasy,True,True,95,Good recitation,5.0
2,43,http://everyayah.com/data/Alafasy_64kbps/002043.mp3,Alafasy,True,True,95,Good recitation,5.0
2,44,http://everyayah.com/data/Alafasy_64kbps/002044.mp3,Alafasy,True,True,95,Good recitation,5.0
2,45,http://everyayah.com/data/Alafasy_64kbps/002045.mp3,Alafasy,True,True,95,Good recitation,5.0
2,46,http://everyayah.com/data/Alafasy_64kbps/002046.mp3,Alafasy,True,True,95,Good recitation,5.0
2,47,http://everyayah.com/data/Alafasy_64kbps/002047.mp3,Alafasy,True,True,95,Good recitation,5.0
2,48,http://everyayah.com/data/Alafasy_64kbps/002048.mp3,Alafasy,True,True,95,Good recitation,5.0
2,49,http://everyayah.com/data/Alafasy_64kbps/002049.mp3,Alafasy,True,True,95,Good recitation,5.0
2,50,http://everyayah.com/data/Alafasy_64kbps/002050.mp3,Alafasy,True,True,95,Good recitation,5.0
2,51,http://everyayah.com/data/Alafasy_64kbps/002051.mp3,Alafasy,True,True,95,Good recitation,5.0
2,52,http://everyayah.com/data/Alafasy_64kbps/002052.mp3,Alafasy,True,True,95,Good recitation,5.0
2,53,http://everyayah.com/data/Alafasy_64kbps/002053.mp3,Alafasy,True,True,95,Good recitation,5.0
2,54,http://everyayah.com/data/Alafasy_64kbps/002054.mp3,Alafasy,True,True,95,Good recitation,5.0
2,55,http://everyayah.com/data/Alafasy_64kbps/002055.mp3,Alafasy,True,True,95,Good recitation,5.0
2,56,http://everyayah.com/data/Alafasy_64kbps/002056.mp3,Alafasy,True,True,95,Good recitation,5.0
2,57,http://everyayah.com/data/Alafasy_64kbps/002057.mp3,Alafasy,True,True,95,Good recitation,5.0
2,58,http://everyayah.com/data/Alafasy_64kbps/002058.mp3,Alafasy,True,True,95,Good recitation,5.0
2,59,http://everyayah.com/data/Alafasy_64kbps/002059.mp3,Alafasy,True,True,95,Good recitation,5.0
2,60,http://everyayah.com/data/Alafasy_64kbps/002060.mp3,Alafasy,True,True,95,Good recitation,5.0
2,61,http://everyayah.com/data/Alafasy_64kbps/002061.mp3,Alafasy,True,True,95,Good recitation,5.0
2,62,http://everyayah.com/data/Alafasy_64kbps/002062.mp3,Alafasy,True,True,95,Good recitation,5.0
2,63,http://everyayah.com/data/Alafasy_64kbps/002063.mp3,Alafasy,True,True,95,Good recitation,5.0
2,64,http://everyayah.com/data/Alafasy_64kbps/002064.mp3,Alafasy,True,True,95,Good recitation,5.0
2,65,http://everyayah.com/data/Alafasy_64kbps/002065.mp3,Alafasy,True,True,95,Good recitation,5.0
2,66,http://everyayah.com/data/Alafasy_64kbps/002066.mp3,Alafasy,True,True,95,Good recitation,5.0
2,67,http://everyayah.com/data/Alafasy_64kbps/002067.mp3,Alafasy,True,True,95,Good recitation,5.0
2,68,http://everyayah.com/data/Alafasy_64kbps/002068.mp3,Alafasy,True,True,95,Good recitation,5.0
2,69,http://everyayah.com/data/Alafasy_64kbps/002069.mp3,Alafasy,True,True,95,Good recitation,5.0
2,70,http://everyayah.com/data/Alafasy_64kbps/002070.mp3,Alafasy,True,True,95,Good recitation,5.0
2,71,http://everyayah.com/data/Alafasy_64kbps/002071.mp3,Alafasy,True,True,95,Good recitation,5.0
2,72,http://everyayah.com/data/Alafasy_64kbps/002072.mp3,Alafasy,True,True,95,Good recitation,5.0
2,73,http://everyayah.com/data/Alafasy_64kbps/002073.mp3,Alafasy,True,True,95,Good recitation,5.0
2,74,http://everyayah.com/data/Alafasy_64kbps/002074.mp3,Alafasy,True,True,95,Good recitation,5.0
2,75,http://everyayah.com/data/Alafasy_64kbps/002075.mp3,Alafasy,True,True,95,Good recitation,5.0
2,76,http://everyayah.com/data/Alafasy_64kbps/002076.mp3,Alafasy,True,True,95,Good recitation,5.0
2,77,http://everyayah.com/data/Alafasy_64kbps/002077.mp3,Alafasy,True,True,95,Good recitation,5.0
2,78,http://everyayah.com/data/Alafasy_64kbps/002078.mp3,Alafasy,True,True,95,Good recitation,5.0
2,79,http://everyayah.com/data/Alafasy_64kbps/002079.mp3,Alafasy,True,True,95,Good recitation,5.0
2,80,http://everyayah.com/data/Alafasy_64kbps/002080.mp3,Alafasy,True,True,95,Good recitation,5.0
2,81,http://everyayah.com/data/Alafasy_64kbps/002081.mp3,Alafasy,True,True,95,Good recitation,5.0
2,82,http://everyayah.com/data/Alafasy_64kbps/002082.mp3,Alafasy,True,True,95,Good recitation,5.0
2,83,http://everyayah.com/data/Alafasy_64kbps/002083.mp3,Alafasy,True,True,95,Good recitation,5.0
2,84,http://everyayah.com/data/Alafasy_64kbps/002084.mp3,Alafasy,True,True,95,Good recitation,5.0
2,85,http://everyayah.com/data/Alafasy_64kbps/002085.mp3,Alafasy,True,True,95,Good recitation,5.0
2,86,http://everyayah.com/data/Alafasy_64kbps/002086.mp3,Alafasy,True,True,95,Good recitation,5.0
2,87,http://everyayah.com/data/Alafasy_64kbps/002087.mp3,Alafasy,True,True,95,Good recitation,5.0
2,88,http://everyayah.com/data/Alafasy_64kbps/002088.mp3,Alafasy,True,True,95,Good recitation,5.0
2,89,http://everyayah.com/data/Alafasy_64kbps/002089.mp3,Alafasy,True,True,95,Good recitation,5.0
2,90,http://everyayah.com/data/Alafasy_64kbps/002090.mp3,Alafasy,True,True,95,Good recitation,5.0
2,91,http://everyayah.com/data/Alafasy_64kbps/002091.mp3,Alafasy,True,True,95,Good recitation,5.0
2,92,http://everyayah.com/data/Alafasy_64kbps/002092.mp3,Alafasy,True,True,95,Good recitation,5.0
2,93,http://everyayah.com/data/Alafasy_64kbps/002093.mp3,Alafasy,True,True,95,Good recitation,5.0
2,94,http://everyayah.com/data/Alafasy_64kbps/002094.mp3,Alafasy,True,True,95,Good recitation,5.0
2,95,http://everyayah.com/data/Alafasy_64kbps/002095.mp3,Alafasy,True,True,95,Good recitation,5.0
2,96,http://everyayah.com/data/Alafasy_64kbps/002096.mp3,Alafasy,True,True,95,Good recitation,5.0
2,97,http://everyayah.com/data/Alafasy_64kbps/002097.mp3,Alafasy,True,True,95,Good recitation,5.0
2,98,http://everyayah.com/data/Alafasy_64kbps/002098.mp3,Alafasy,True,True,95,Good recitation,5.0
2,99,http://everyayah.com/data/Alafasy_64kbps/002099.mp3,Alafasy,True,True,95,Good recitation,5.0
2,100,http://everyayah.com/data/Alafasy_64kbps/002100.mp3,Alafasy,True,True,95,Good recitation,5.0
2,101,http://everyayah.com/data/Alafasy_64kbps/002101.mp3,Alafasy,True,True,95,Good recitation,5.0
2,102,http://everyayah.com/data/Alafasy_64kbps/002102.mp3,Alafasy,True,True,95,Good recitation,5.0
2,103,http://everyayah.com/data/Alafasy_64kbps/002103.mp3,Alafasy,True,True,95,Good recitation,5.0
2,104,http://everyayah.com/data/Alafasy_64kbps/002104.mp3,Alafasy,True,True,95,Good recitation,5.0
2,105,http://everyayah.com/data/Alafasy_64kbps/002105.mp3,Alafasy,True,True,95,Good recitation,5.0
2,106,http://everyayah.com/data/Alafasy_64kbps/002106.mp3,Alafasy,True,True,95,Good recitation,5.0
2,107,http://everyayah.com/data/Alafasy_64kbps/002107.mp3,Alafasy,True,True,95,Good recitation,5.0
2,108,http://everyayah.com/data/Alafasy_64kbps/002108.mp3,Alafasy,True,True,95,Good recitation,5.0
2,109,http://everyayah.com/data/Alafasy_64kbps/002109.mp3,Alafasy,True,True,95,Good recitation,5.0
2,110,http://everyayah.com/data/Alafasy_64kbps/002110.mp3,Alafasy,True,True,95,Good recitation,5.0
2,111,http://everyayah.com/data/Alafasy_64kbps/002111.mp3,Alafasy,True,True,95,Good recitation,5.0
2,112,http://everyayah.com/data/Alafasy_64kbps/002112.mp3,Alafasy,True,True,95,Good recitation,5.0
2,113,http://everyayah.com/data/Alafasy_64kbps/002113.mp3,Alafasy,True,True,95,Good recitation,5.0
2,114,http://everyayah.com/data/Alafasy_64kbps/002114.mp3,Alafasy,True,True,95,Good recitation,5.0
2,115,http://everyayah.com/data/Alafasy_64kbps/002115.mp3,Alafasy,True,True,95,Good recitation,5.0
2,116,http://everyayah.com/data/Alafasy_64kbps/002116.mp3,Alafasy,True,True,95,Good recitation,5.0
2,117,http://everyayah.com/data/Alafasy_64kbps/002117.mp3,Alafasy,True,True,95,Good recitation,5.0
2,118,http://everyayah.com/data/Alafasy_64kbps/002118.mp3,Alafasy,True,True,95,Good recitation,5.0
2,119,http://everyayah.com/data/Alafasy_64kbps/002119.mp3,Alafasy,True,True,95,Good recitation,5.0
2,120,http://everyayah.com/data/Alafasy_64kbps/002120.mp3,Alafasy,True,True,95,Good recitation,5.0
2,121,http://everyayah.com/data/Alafasy_64kbps/002121.mp3,Alafasy,True,True,95,Good recitation,5.0
2,122,http://everyayah.com/data/Alafasy_64kbps/002122.mp3,Alafasy,True,True,95,Good recitation,5.0
2,123,http://everyayah.com/data/Alafasy_64kbps/002123.mp3,Alafasy,True,True,95,Good recitation,5.0
2,124,http://everyayah.com/data/Alafasy_64kbps/002124.mp3,Alafasy,True,True,95,Good recitation,5.0
2,125,http://everyayah.com/data/Alafasy_64kbps/002125.mp3,Alafasy,True,True,95,Good recitation,5.0
2,126,http://everyayah.com/data/Alafasy_64kbps/002126.mp3,Alafasy,True,True,95,Good recitation,5.0
2,127,http://everyayah.com/data/Alafasy_64kbps/002127.mp3,Alafasy,True,True,95,Good recitation,5.0
2,128,http://everyayah.com/data/Alafasy_64kbps/002128.mp3,Alafasy,True,True,95,Good recitation,5.0
2,129,http://everyayah.com/data/Alafasy_64kbps/002129.mp3,Alafasy,True,True,95,Good recitation,5.0
2,130,http://everyayah.com/data/Alafasy_64kbps/002130.mp3,Alafasy,True,True,95,Good recitation,5.0
2,131,http://everyayah.com/data/Alafasy_64kbps/002131.mp3,Alafasy,True,True,95,Good recitation,5.0
2,132,http://everyayah.com/data/Alafasy_64kbps/002132.mp3,Alafasy,True,True,95,Good recitation,5.0
2,133,http://everyayah.com/data/Alafasy_64kbps/002133.mp3,Alafasy,True,True,95,Good recitation,5.0
2,134,http://everyayah.com/data/Alafasy_64kbps/002134.mp3,Alafasy,True,True,95,Good recitation,5.0
2,135,http://everyayah.com/data/Alafasy_64kbps/002135.mp3,Alafasy,True,True,95,Good recitation,5.0
2,136,http://everyayah.com/data/Alafasy_64kbps/002136.mp3,Alafasy,True,True,95,Good recitation,5.0
2,137,http://everyayah.com/data/Alafasy_64kbps/002137.mp3,Alafasy,True,True,95,Good recitation,5.0
2,138,http://everyayah.com/data/Alafasy_64kbps/002138.mp3,Alafasy,True,True,95,Good recitation,5.0
2,139,http://everyayah.com/data/Alafasy_64kbps/002139.mp3,Alafasy,True,True,95,Good recitation,5.0
2,140,http://everyayah.com/data/Alafasy_64kbps/002140.mp3,Alafasy,True,True,95,Good recitation,5.0
2,141,http://everyayah.com/data/Alafasy_64kbps/002141.mp3,Alafasy,True,True,95,Good recitation,5.0
2,142,http://everyayah.com/data/Alafasy_64kbps/002142.mp3,Alafasy,True,True,95,Good recitation,5.0
2,143,http://everyayah.com/data/Alafasy_64kbps/002143.mp3,Alafasy,True,True,95,Good recitation,5.0
2,144,http://everyayah.com/data/Alafasy_64kbps/002144.mp3,Alafasy,True,True,95,Good recitation,5.0
2,145,http://everyayah.com/data/Alafasy_64kbps/002145.mp3,Alafasy,True,True,95,Good recitation,5.0
2,146,http://everyayah.com/data/Alafasy_64kbps/002146.mp3,Alafasy,True,True,95,Good recitation,5.0
2,147,http://everyayah.com/data/Alafasy_64kbps/002147.mp3,Alafasy,True,True,95,Good recitation,5.0
2,148,http://everyayah.com/data/Alafasy_64kbps/002148.mp3,Alafasy,True,True,95,Good recitation,5.0
2,149,http://everyayah.com/data/Alafasy_64kbps/002149.mp3,Alafasy,True,True,95,Good recitation,5.0
2,150,http://everyayah.com/data/Alafasy_64kbps/002150.mp3,Alafasy,True,True,95,Good recitation,5.0
2,151,http://everyayah.com/data/Alafasy_64kbps/002151.mp3,Alafasy,True,True,95,Good recitation,5.0
2,152,http://everyayah.com/data/Alafasy_64kbps/002152.mp3,Alafasy,True,True,95,Good recitation,5.0
2,153,http://everyayah.com/data/Alafasy_64kbps/002153.mp3,Alafasy,True,True,95,Good recitation,5.0
2,154,http://everyayah.com/data/Alafasy_64kbps/002154.mp3,Alafasy,True,True,95,Good recitation,5.0
2,155,http://everyayah.com/data/Alafasy_64kbps/002155.mp3,Alafasy,True,True,95,Good recitation,5.0
2,156,http://everyayah.com/data/Alafasy_64kbps/002156.mp3,Alafasy,True,True,95,Good recitation,5.0
2,157,http://everyayah.com/data/Alafasy_64kbps/002157.mp3,Alafasy,True,True,95,Good recitation,5.0
2,158,http://everyayah.com/data/Alafasy_64kbps/002158.mp3,Alafasy,True,True,95,Good recitation,5.0
2,159,http://everyayah.com/data/Alafasy_64kbps/002159.mp3,Alafasy,True,True,95,Good recitation,5.0
2,160,http://everyayah.com/data/Alafasy_64kbps/002160.mp3,Alafasy,True,True,95,Good recitation,5.0
2,161,http://everyayah.com/data/Alafasy_64kbps/002161.mp3,Alafasy,True,True,95,Good recitation,5.0
2,162,http://everyayah.com/data/Alafasy_64kbps/002162.mp3,Alafasy,True,True,95,Good recitation,5.0
2,163,http://everyayah.com/data/Alafasy_64kbps/002163.mp3,Alafasy,True,True,95,Good recitation,5.0
2,164,http://everyayah.com/data/Alafasy_64kbps/002164.mp3,Alafasy,True,True,95,Good recitation,5.0
2,165,http://everyayah.com/data/Alafasy_64kbps/002165.mp3,Alafasy,True,True,95,Good recitation,5.0
2,166,http://everyayah.com/data/Alafasy_64kbps/002166.mp3,Alafasy,True,True,95,Good recitation,5.0
2,167,http://everyayah.com/data/Alafasy_64kbps/002167.mp3,Alafasy,True,True,95,Good recitation,5.0
2,168,http://everyayah.com/data/Alafasy_64kbps/002168.mp3,Alafasy,True,True,95,Good recitation,5.0
2,169,http://everyayah.com/data/Alafasy_64kbps/002169.mp3,Alafasy,True,True,95,Good recitation,5.0
2,170,http://everyayah.com/data/Alafasy_64kbps/002170.mp3,Alafasy,True,True,95,Good recitation,5.0
2,171,http://everyayah.com/data/Alafasy_64kbps/002171.mp3,Alafasy,True,True,95,Good recitation,5.0
2,172,http://everyayah.com/data/Alafasy_64kbps/002172.mp3,Alafasy,True,True,95,Good recitation,5.0
2,173,http://everyayah.com/data/Alafasy_64kbps/002173.mp3,Alafasy,True,True,95,Good recitation,5.0
2,174,http://everyayah.com/data/Alafasy_64kbps/002174.mp3,Alafasy,True,True,95,Good recitation,5.0
2,175,http://everyayah.com/data/Alafasy_64kbps/002175.mp3,Alafasy,True,True,95,Good recitation,5.0
2,176,http://everyayah.com/data/Alafasy_64kbps/002176.mp3,Alafasy,True,True,95,Good recitation,5.0
2,177,http://everyayah.com/data/Alafasy_64kbps/002177.mp3,Alafasy,True,True,95,Good recitation,5.0
2,178,http://everyayah.com/data/Alafasy_64kbps/002178.mp3,Alafasy,True,True,95,Good recitation,5.0
2,179,http://everyayah.com/data/Alafasy_64kbps/002179.mp3,Alafasy,True,True,95,Good recitation,5.0
2,180,http://everyayah.com/data/Alafasy_64kbps/002180.mp3,Alafasy,True,True,95,Good recitation,5.0
2,181,http://everyayah.com/data/Alafasy_64kbps/002181.mp3,Alafasy,True,True,95,Good recitation,5.0
2,182,http://everyayah.com/data/Alafasy_64kbps/002182.mp3,Alafasy,True,True,95,Good recitation,5.0
2,183,http://everyayah.com/data/Alafasy_64kbps/002183.mp3,Alafasy,True,True,95,Good recitation,5.0
2,184,http://everyayah.com/data/Alafasy_64kbps/002184.mp3,Alafasy,True,True,95,Good recitation,5.0
2,185,http://everyayah.com/data/Alafasy_64kbps/002185.mp3,Alafasy,True,True,95,Good recitation,5.0
2,186,http://everyayah.com/data/Alafasy_64kbps/002186.mp3,Alafasy,True,True,95,Good recitation,5.0
2,187,http://everyayah.com/data/Alafasy_64kbps/002187.mp3,Alafasy,True,True,95,Good recitation,5.0
2,188,http://everyayah.com/data/Alafasy_64kbps/002188.mp3,Alafasy,True,True,95,Good recitation,5.0
2,189,http://everyayah.com/data/Alafasy_64kbps/002189.mp3,Alafasy,True,True,95,Good recitation,5.0
2,190,http://everyayah.com/data/Alafasy_64kbps/002190.mp3,Alafasy,True,True,95,Good recitation,5.0
2,191,http://everyayah.com/data/Alafasy_64kbps/002191.mp3,Alafasy,True,True,95,Good recitation,5.0
2,192,http://everyayah.com/data/Alafasy_64kbps/002192.mp3,Alafasy,True,True,95,Good recitation,5.0
2,193,http://everyayah.com/data/Alafasy_64kbps/002193.mp3,Alafasy,True,True,95,Good recitation,5.0
2,194,http://everyayah.com/data/Alafasy_64kbps/002194.mp3,Alafasy,True,True,95,Good recitation,5.0
2,195,http://everyayah.com/data/Alafasy_64kbps/002195.mp3,Alafasy,True,True,95,Good recitation,5.0
2,196,http://everyayah.com/data/Alafasy_64kbps/002196.mp3,Alafasy,True,True,95,Good recitation,5.0
2,197,http://everyayah.com/data/Alafasy_64kbps/002197.mp3,Alafasy,True,True,95,Good recitation,5.0
2,198,http://everyayah.com/data/Alafasy_64kbps/002198.mp3,Alafasy,True,True,95,Good recitation,5.0
2,199,http://everyayah.com/data/Alafasy_64kbps/002199.mp3,Alafasy,True,True,95,Good recitation,5.0
2,200,http://everyayah.com/data/Alafasy_64kbps/002200.mp3,Alafasy,True,True,95,Good recitation,5.0
2,201,http://everyayah.com/data/Alafasy_64kbps/002201.mp3,Alafasy,True,True,95,Good recitation,5.0
2,202,http://everyayah.com/data/Alafasy_64kbps/002202.mp3,Alafasy,True,True,95,Good recitation,5.0
2,203,http://everyayah.com/data/Alafasy_64kbps/002203.mp3,Alafasy,True,True,95,Good recitation,5.0
2,204,http://everyayah.com/data/Alafasy_64kbps/002204.mp3,Alafasy,True,True,95,Good recitation,5.0
2,205,http://everyayah.com/data/Alafasy_64kbps/002205.mp3,Alafasy,True,True,95,Good recitation,5.0
2,206,http://everyayah.com/data/Alafasy_64kbps/002206.mp3,Alafasy,True,True,95,Good recitation,5.0
2,207,http://everyayah.com/data/Alafasy_64kbps/002207.mp3,Alafasy,True,True,95,Good recitation,5.0
2,208,http://everyayah.com/data/Alafasy_64kbps/002208.mp3,Alafasy,True,True,95,Good recitation,5.0
2,209,http://everyayah.com/data/Alafasy_64kbps/002209.mp3,Alafasy,True,True,95,Good recitation,5.0
2,210,http://everyayah.com/data/Alafasy_64kbps/002210.mp3,Alafasy,True,True,95,Good recitation,5.0
2,211,http://everyayah.com/data/Alafasy_64kbps/002211.mp3,Alafasy,True,True,95,Good recitation,5.0
2,212,http://everyayah.com/data/Alafasy_64kbps/002212.mp3,Alafasy,True,True,95,Good recitation,5.0
2,213,http://everyayah.com/data/Alafasy_64kbps/002213.mp3,Alafasy,True,True,95,Good recitation,5.0
2,214,http://everyayah.com/data/Alafasy_64kbps/002214.mp3,Alafasy,True,True,95,Good recitation,5.0
2,215,http://everyayah.com/data/Alafasy_64kbps/002215.mp3,Alafasy,True,True,95,Good recitation,5.0
2,216,http://everyayah.com/data/Alafasy_64kbps/002216.mp3,Alafasy,True,True,95,Good recitation,5.0
2,217,http://everyayah.com/data/Alafasy_64kbps/002217.mp3,Alafasy,True,True,95,Good recitation,5.0
2,218,http://everyayah.com/data/Alafasy_64kbps/002218.mp3,Alafasy,True,True,95,Good recitation,5.0
2,219,http://everyayah.com/data/Alafasy_64kbps/002219.mp3,Alafasy,True,True,95,Good recitation,5.0
2,220,http://everyayah.com/data/Alafasy_64kbps/002220.mp3,Alafasy,True,True,95,Good recitation,5.0
2,221,http://everyayah.com/data/Alafasy_64kbps/002221.mp3,Alafasy,True,True,95,Good recitation,5.0
2,222,http://everyayah.com/data/Alafasy_64kbps/002222.mp3,Alafasy,True,True,95,Good recitation,5.0
2,223,http://everyayah.com/data/Alafasy_64kbps/002223.mp3,Alafasy,True,True,95,Good recitation,5.0
2,224,http://everyayah.com/data/Alafasy_64kbps/002224.mp3,Alafasy,True,True,95,Good recitation,5.0
2,225,http://everyayah.com/data/Alafasy_64kbps/002225.mp3,Alafasy,True,True,95,Good recitation,5.0
2,226,http://everyayah.com/data/Alafasy_64kbps/002226.mp3,Alafasy,True,True,95,Good recitation,5.0
2,227,http://everyayah.com/data/Alafasy_64kbps/002227.mp3,Alafasy,True,True,95,Good recitation,5.0
2,228,http://everyayah.com/data/Alafasy_64kbps/002228.mp3,Alafasy,True,True,95,Good recitation,5.0
2,229,http://everyayah.com/data/Alafasy_64kbps/002229.mp3,Alafasy,True,True,95,Good recitation,5.0
2,230,http://everyayah.com/data/Alafasy_64kbps/002230.mp3,Alafasy,True,True,95,Good recitation,5.0
2,231,http://everyayah.com/data/Alafasy_64kbps/002231.mp3,Alafasy,True,True,95,Good recitation,5.0
2,232,http://everyayah.com/data/Alafasy_64kbps/002232.mp3,Alafasy,True,True,95,Good recitation,5.0
2,233,http://everyayah.com/data/Alafasy_64kbps/002233.mp3,Alafasy,True,True,95,Good recitation,5.0
2,234,http://everyayah.com/data/Alafasy_64kbps/002234.mp3,Alafasy,True,True,95,Good recitation,5.0
2,235,http://everyayah.com/data/Alafasy_64kbps/002235.mp3,Alafasy,True,True,95,Good recitation,5.0
2,236,http://everyayah.com/data/Alafasy_64kbps/002236.mp3,Alafasy,True,True,95,Good recitation,5.0
2,237,http://everyayah.com/data/Alafasy_64kbps/002237.mp3,Alafasy,True,True,95,Good recitation,5.0
2,238,http://everyayah.com/data/Alafasy_64kbps/002238.mp3,Alafasy,True,True,95,Good recitation,5.0
2,239,http://everyayah.com/data/Alafasy_64kbps/002239.mp3,Alafasy,True,True,95,Good recitation,5.0
2,240,http://everyayah.com/data/Alafasy_64kbps/002240.mp3,Alafasy,True,True,95,Good recitation,5.0
2,241,http://everyayah.com/data/Alafasy_64kbps/002241.mp3,Alafasy,True,True,95,Good recitation,5.0
2,242,http://everyayah.com/data/Alafasy_64kbps/002242.mp3,Alafasy,True,True,95,Good recitation,5.0
2,243,http://everyayah.com/data/Alafasy_64kbps/002243.mp3,Alafasy,True,True,95,Good recitation,5.0
2,244,http://everyayah.com/data/Alafasy_64kbps/002244.mp3,Alafasy,True,True,95,Good recitation,5.0
2,245,http://everyayah.com/data/Alafasy_64kbps/002245.mp3,Alafasy,True,True,95,Good recitation,5.0
2,246,http://everyayah.com/data/Alafasy_64kbps/002246.mp3,Alafasy,True,True,95,Good recitation,5.0
